ISSN,Journal_Name,Publisher,JIF,Quartile
1984-2503,Passagens-International Review of Political His,UNIV FEDERAL FLUMIN,0.2,Q2
1984-3356,Antiteses,UNIV ESTADUAL LOND,0.1,Q3
1984-3372,Revista Eletronica de Estrategia e Negocios-RE,UNIV SUL SANTA CATA,<0.1,Q4
1984-3755,Revista Pistis & Praxis-Teologia e Pastoral,PONTIFICIA UNIV CATO,<0.1,
1984-3925,Contabilidade Gestao e Governanca,"UNIV BRASILIA, BUS AD",0.3,Q4
1984-4247,Argumentos-Revista de Filosofia,"UNIV FEDERAL CEARA,",0.1,
1984-428X,Revista Agrogeoambiental,INST FEDERAL SUL MIN,0.1,Q4
1984-4689,Zoologia,SOC BRASILEIRA ZOOLO,1.8,Q1
1984-4921,Antares-Letras e Humanidades,"UNIV CAXIAS SUL, GRA",<0.1,
1984-4956,Revista Brasileira de Futsal e Futebol,INST BRASILEIRO PESQ,0.3,Q4
1984-5634,Aedos-Revista do Corpo Discente do Programa,UNIV FEDERAL RIO GRA,<0.1,Q4
1984-6266,Revista Contabilidade e Controladoria-RC C,UNIV FEDERAL PARANA,0.2,Q4
1984-6835,Revista Virtual de Quimica,SOC BRASILEIRA QUIMI,0.4,Q4
1984-7033,Crop Breeding and Applied Biotechnology,BRAZILIAN SOC PLANT,1.1,Q3
1984-9648,Journal of Aerospace Technology and Manage,INST AERONAUTICA &,1.1,Q3
1985-1944,Asian Myrmecology,UNIV MALAYSIA SABAH,1.2,Q3
1985-2517,Journal of Financial Reporting and Accounting,EMERALD GROUP PUBL,4.2,Q1
1985-2533,Malaysian Orthopaedic Journal,MALAYSIAN ORTHOPA,0.6,Q4
1985-3106,Asiatic-IIUM Journal of English Language and Li,INT ISLAMIC UNIV MAL,0.1,
1985-4064,Asian Journal of Business and Accounting,"UNIV MALAYA, FAC BU",1.1,Q3
1985-4668,International Food Research Journal,UNIV PUTRA MALAYSIA,1,Q4
1986-3497,Online Journal of Communication and Media T,Bastas Publications DO,2.1,Q2
1988-1088,Studia Aurea-Revista de Literatura Espanola y T,UNIV AUTONOMA BAR,0.1,
1988-5091,Revista General de Derecho Publico Comparad,IUSTEL,0.1,Q4
1988-5105,Observar,"UNIV PAIS VASCO, ARE",0.5,
1988-7213,e-rph-Revista electronica de Patrimonio Histori,UNIV GRANADA,0.1,
1988-7701,Espiral-Cuadernos del Profesorado,UNIV ALMERIA,1.3,Q2
1988-7868,Temas Americanistas,"UNIV SEVILLA, EDITORI",0.3,Q2
1988-7949,International E-Journal of Criminal Sciences,DMS INT RESEARCH CE,0.3,Q4
1989-0494,Mediaciones Sociales,UNIV COMPLUTENSE M,0.1,Q4
1989-0796,Encuentro-Revista de Investigacion e Innovacio,UNIV ALCALA HENARES,1.1,Q2
1989-1660,International Journal of Interactive Multimedia,UNIV INT RIOJA-UNIR,2.4,Q3
1989-1709,Amaltea-Revista de MitocrItica,UNIV COMPLUTENSE M,<0.1,
1989-2659,Razon Historica-Revista Hispanoamericana de,INST POLITICA SOCIAL,<0.1,Q4
1989-3663,Ingenium-Revista Electronica de Pensamiento,UNIV COMPLUTENSE M,<0.1,
1989-4104,Arqueologia Iberoamericana,PASCUAL IZQUIERDO E,0.4,
1989-5909,Cabas,UNIV BASQUE COUNTR,0.3,Q4
1989-5917,Papeles de Europa,UNIV COMPLUTENSE M,0.5,Q3
1989-6042,Revista de Investigacion sobre Flamenco-La Ma,UNIV MURCIA,<0.1,
1989-6239,Journal of Sport and Health Research,ASOC DIDACTICA ANDA,1,Q3
1989-6425,Libros de la Corte,UNIV AUTONOMA MA,<0.1,
1989-8487,Sociologia y Tecnociencia,"UNIV VALLADOLID, DEP",0.3,Q4
1989-8568,Ge-Conservacion,GRUPO ESPANOL I I C,0.3,
1989-8649,Management of Biological Invasions,REGIONAL EURO-ASIAN,1.2,Q3
1989-872X,Revista Mediterranea Comunicacion-Journal of,UNIV ALICANTE,1.6,Q2
1989-9262,Ars Bilduma,"UNIV PAIS VASCO, DEP",0.1,
1989-9289,Futuro del Pasado-Revista Electronica de Histo,EDICIONES UNIV SALA,0.1,Q3
1989-9742,Pedagogia Social Revista Interuniversitaria,UNIV NACL EDUCACION,0.5,Q4
1989-9912,Revista Clinica Contemporanea,COLEGIO OFICIAL PSICO,<0.1,Q4
1989-9947,Virtual Archaeology Review,UNIV POLITECNICA VAL,1.6,
1990-2573,Journal of the European Optical Society-Rapid,EDP SCIENCES S A,3.2,Q2
1990-2670,Sino-Christian Studies,CHUNG YUAN CHRISTIA,<0.1,
1990-3413,Astrophysical Bulletin,MAIK NAUKA/INTERPE,1.4,Q3
1990-7478,Biochemistry Moscow Supplement Series A-Me,PLEIADES PUBLISHING I,1.4,Q4
1990-7508,Biochemistry Moscow-Supplement Series B-Bio,MAIK NAUKA-INTERPER,0.4,Q4
1990-7710,Journal of Aeronautics Astronautics and Aviatio,AERONAUTICAL & ASTR,1.1,Q3
1990-7931,Russian Journal of Physical Chemistry B,MAIK NAUKA/INTERPE,,
1990-8644,Revista Conrado,UNIV CIENFUEGOS,0.2,Q4
1991-0290,Methods and Objects of Chemical Analysis,TARAS SHEVCHENKO N,0.3,Q4
1991-3761,International Journal of Design,NATL TAIWAN UNIV SC,1.9,Q1
1991-3877,South African Crime Quarterly-SACQ,INST SECURITY STUDIES,0.3,Q4
1991-3966,Liquid Crystals and their Application,IVANOVO STATE UNIV,0.4,Q4
1991-640X,Vestnik Pravoslavnogo Svyato-Tikhonovskogo,ST TIKHONS ORTHODO,<0.1,
1991-7902,Journal of Dental Sciences,ELSEVIER TAIWAN,3.1,Q1
1991-8615,Vestnik Samarskogo Gosudarstvennogo Tekhni,SAMARA STATE TECHN,0.4,Q4
1991-9336,European Journal of American Studies,EUROPEAN ASSOC AME,0.1,
1991-959X,Geoscientific Model Development,COPERNICUS GESELLSC,4.9,Q1
1992-1098,South of Russia-Ecology Development,KAMERTON PUBLISHER,0.3,Q4
1992-142X,Geodynamics,LVIV POLYTECHNIC NA,0.3,Q4
1992-1896,Contabilidad y Negocios,PONTIFICIA UNIV CATO,0.2,Q4
1993-0461,Jordan Journal of Civil Engineering,JORDAN UNIV SCIENCE,1,Q4
1993-0771,Comparative Cytogenetics,PENSOFT PUBLISHERS,0.9,Q3
1993-2820,Libyan Journal of Medicine,TAYLOR & FRANCIS LTD,1.7,Q2
1993-3738,African Journal of Agricultural and Resource Ec,AFRICAN ASSOC AGRIC,0.5,Q4
1994-0416,Cryosphere,COPERNICUS GESELLSC,4.2,Q1
1994-2060,Engineering Applications of Computational Flui,TAYLOR & FRANCIS LTD,5.4,Q1
1994-2400,Voprosy Onomastiki-Problems of Onomastics,URAL FEDERAL UNIV,0.2,
1994-3032,South African Journal of Child Health,HEALTH & MEDICAL PU,0.4,Q4
1994-3237,Journal of Himalayan Earth Sciences,UNIV PESHAWAR,0.4,Q4
1994-4136,Myrmecological News,OESTERREICHISCHE GE,2.4,Q1
1994-4160,Media Education-Mediaobrazovanie,Cherkas Global Univ Pr,,
1994-5124,Ekonomicheskaya politika,EKONOMICESKAA POLI,0.3,Q4
1994-5639,Obrazovanie i Nauka-Education and Science,RUSSIAN STATE VOCAT,0.5,Q4
1994-6309,Obrabotka Metallov-Metal Working and Mater,NOVOSIBIRSK STATE TE,0.6,Q4
1994-6953,Jordan Journal of Modern Languages & Literatu,"YARMOUK UNIV, DEAN",0.2,
1994-7607,Jordan Journal of Physics,"YARMOUK UNIV, DEAN",0.6,Q4
1994-7658,European Journal of Tourism Research,VARNA UNIV MANAGE,3.9,Q1
1994-8549,E-Water,EUROPEAN WATER ASS,<0.1,Q4
1994-9529,Nauka Televideniya-The Art and Science of Tele,GUMANITARNII INST TE,0.3,
1995-0802,Lobachevskii Journal of Mathematics,MAIK NAUKA/INTERPE,,
1995-1191,Vestnik Transplantologii i Iskusstvennyh Organ,FEDERAL RESEARCH CE,0.3,Q4
1995-1272,FWU Journal of Social Sciences,SHAHEED BENAZIR BHU,1,Q2
1995-4190,Vestnik Permskogo Universiteta-Juridicheskie N,PERM STATE NATL RES,0.2,Q3
1995-4239,Numerical Analysis and Applications,SIBERIAN BRANCH RUS,0.5,Q4
1995-4255,Contemporary Problems of Ecology,MAIK NAUKA/INTERPE,0.5,Q4
1995-4301,Theoretical and Applied Ecology,LLC PUBLISHING HOUS,0.5,Q4
1995-4328,Schole-Filosofskoe Antikovedenie i Klassichesk,NOVOSIBIRSK STATE U,0.2,
1995-459X,Foresight and STI Governance,NATL RESEARCH UNIV,1,Q3
1995-6665,Jordan Journal of Mechanical and Industrial En,HASHEMITE UNIV,,
1995-705X,Heart Views,WOLTERS KLUWER ME,0.5,Q4
1995-7645,Asian Pacific Journal of Tropical Medicine,WOLTERS KLUWER ME,1.6,Q3
1995-848X,Studia Slavica et Balcanica Petropolitana,ST-PETERSBURG STATE,0.1,Q3
1995-8692,Journal of Eye Movement Research,MDPI,2.8,Q1
1996-3599,Building Simulation,TSINGHUA UNIV PRESS,5.9,Q1
1996-5621,CAPjournal,INT ASTRONOMICAL U,0.3,Q4
1996-6814,International Journal of Pavement Research an,SPRINGERNATURE,2.5,Q2
1996-7845,Vestnik Mezhdunarodnykh Organizatsii-Interna,NATL RESEARCH UNIV,0.3,Q4
1996-918X,Pakistan Journal of Analytical & Environmental,"UNIV SINDH, NATL CEN",0.4,Q4
1997-1397,Journal of Siberian Federal University-Mathem,SIBERIAN FEDERAL UNI,0.3,Q4
1998-0124,Nano Research,TSINGHUA UNIV PRESS,9,Q1
1998-0663,Biznes Informatika-Business Informatics,"NATL RESEARCH UNIV,",0.5,Q4
1998-1929,Behavior Analysis in Practice,SPRINGER,1.7,Q3
1998-2054,African Journal of Rhetoric,AFRICAN ASSOC RHETO,<0.1,
1998-2836,Journal of Siberian Federal University-Chemistr,SIBERIAN FEDERAL UNI,0.4,Q4
1998-4634,Eminak,Scientific Research Cen,0.4,Q2
1998-6041,Environmental Economics,LLC CPC BUSINESS PERS,1.3,Q3
1998-6645,Vestnik Tomskogo Gosudarstvennogo Universi,TOMSK STATE UNIV,0.3,
1998-7773,Austrian Journal of Clinical Endocrinology and,SPRINGER WIEN,<0.1,Q4
1998-8125,Southern African Business Review,UNISA PRESS,0.5,Q3
1998-8591,Vestnik Tomskogo Gosudarstvennogo Universi,TOMSKIJ GOSUDARSTV,0.3,Q4
1998-8605,Vestnik Tomskogo Gosudarstvennogo Universi,TOMSK STATE UNIV,0.2,Q4
1998-8613,Vestnik Tomskogo Gosudarstvennogo Universi,TOMSK STATE UNIV,0.1,Q3
1998-8621,Vestnik Tomskogo Gosudarstvennogo Universi,TOMSK STATE UNIV,0.2,Q4
1998-863X,Vestnik Tomskogo Gosudarstvennogo Universi,TOMSK STATE UNIV,0.1,Q4
1998-9539,Macroheterocycles,IVANOVO STATE UNIV,1.2,Q3
1998-9563,Hydrology Research,IWA PUBLISHING,2.4,Q2
1998-9911,Vestnik Volgogradskogo Gosudarstvennogo Un,VOLGOGRAD STATE UN,0.3,
1998-9938,Volgogradskii Gosudarstvennyi Universitet-Ves,VOLGOGRAD STATE UN,0.1,Q3
1999-5431,Voprosy Gosudarstvennogo i Munitsipalnogo U,NATL RES UNIV HIGHER,0.5,Q4
1999-5903,Future Internet,MDPI,3.6,Q2
1999-6195,Yazyk i Kultura-Language and Culture,TOMSK STATE UNIV,0.3,
1999-7639,South African Journal of Bioethics and Law,HEALTH & MEDICAL PU,1.1,Q3
1999-9747,Contemporary Asia Arbitration Journal,ASIAN CENTER WTO &,0.2,Q3
2000-3560,MODERNA SPRAK,LMS-MODERN LANG TE,0.2,
2000-4214,Journal of Aesthetics & Culture,TAYLOR & FRANCIS LTD,0.4,Q3
2000-656X,Journal of Plastic Surgery and Hand Surgery,Medical Journal Swede,0.9,Q3
2000-8198,European Journal of Psychotraumatology,TAYLOR & FRANCIS LTD,4.1,Q1
2000-9666,Journal of Community Hospital Internal Medici,DIGITAL COMMONS BE,0.6,Q3
2001-015X,Journal of Intelligence Studies in Business,"HALMSTAD UNIV, SWE",1.1,Q4
2001-0370,Computational and Structural Biotechnology Jo,ELSEVIER,4.1,Q2
2001-0818,Journal of Applied Journalism & Media Studies,INTELLECT LTD,0.4,Q4
2001-1326,Clinical and Translational Medicine,JOHN WILEY & SONS LT,6.8,Q1
2001-8525,European Clinical Respiratory Journal,TAYLOR & FRANCIS LTD,1.4,Q3
2002-7567,Journal of EndoVascular Resuscitation and Trau,OREBRO UNIV HOSPITA,0.4,Q4
2005-0380,Journal of Gynecologic Oncology,KOREAN SOC GYNECOL,3.7,Q1
2005-2901,Journal of Acupuncture and Meridian Studies,MEDICAL ASSOC PHAR,1.2,Q4
2005-291X,Clinics in Orthopedic Surgery,KOREAN ORTHOPAEDIC,2,Q2
2005-3606,International Journal of Stem Cells,KOREAN SOC STEM CEL,2.4,Q4
2005-3711,Journal of Korean Neurosurgical Society,KOREAN NEUROSURGI,1.7,Q2
2005-615X,Multicultural Education Review,ROUTLEDGE JOURNALS,1.1,Q3
2005-6419,Korean Journal of Anesthesiology,KOREAN SOC ANESTHE,6.3,Q1
2005-7806,Journal of Advanced Prosthodontics,KOREAN ACAD PROSTH,2.5,Q2
2005-8624,Membrane and Water Treatment,TECHNO-PRESS,1.1,Q4
2005-9159,Korean Journal of Pain,KOREAN PAIN SOC,3.1,Q2
2005-940X,Journal of Movement Disorders,KOREAN MOVEMENT D,2.8,Q2
2005-9752,Toxicology and Environmental Health Sciences,KOREAN SOC ENVIRON,1,Q4
2007-1124,Revista Mexicana de Ciencias Pecuarias,INIFAP-CENID PARASIT,0.6,Q4
2007-1558,International Journal of Combinatorial Optimiz,INT JOURNAL COMBIN,0.3,Q4
2007-1582,Revista Ecorfan,ECORFAN-MEXICO SC,0.1,Q4
2007-1639,Contexto-Revista de la Facultad de Arquitectur,UNIV AUTONOMA NUE,<0.1,
2007-1868,Stoa,"UNIV VERACRUZANA, I",0.1,
2007-2406,Open Insight,CENTRO INVESTIGACIO,0.2,
2007-249X,Intervencion-Revista Internacional de Conserva,NATL INST ANTHROPOL,<0.1,
2007-2538,Valenciana,UNIV GUANAJUATO,0.1,
2007-3054,Eneurobiologia,"UNIV VERACRUZANA, I",0.1,Q4
2007-3577,Ciencia Juridica,UNIV GUANAJUATO,0.1,Q4
2007-3828,Revista Chapingo Serie Ciencias Forestales y de,UNIV AUTONOMA CHA,0.5,Q4
2007-4204,Abanico Veterinario,SERGIO MARTINEZ GO,0.3,Q4
2007-4425,Revista Mexicana de Analisis Politico y Adminis,UNIV GUANAJUATO,0.1,Q4
2007-4654,Synergies Mexique,UNIV NACL AUTONOM,<0.1,
2007-7521,CienciaUat,UNIV AUTONOMA TAM,0.3,Q4
2007-8951,PROBLEMAS DEL DESARROLLO,Inst Investigaciones Eco,0.2,Q4
2007-901X,Ecosistemas y Recursos Agropecuarios,UNIV JUAREZ AUTONO,0.6,Q3
2008-076X,International Journal of Fertility & Sterility,ROYAN INST,2.2,Q2
2008-126X,Basic and Clinical Neuroscience,IRAN UNIV MEDICAL SC,1.1,Q4
2008-1359,Mathematical Sciences,SPRINGER HEIDELBERG,2.3,Q1
2008-2010,Journal of Ophthalmic & Vision Research,KNOWLEDGE E,1.5,Q3
2008-2045,ISeCure-ISC International Journal of Informatio,IRANIAN SOC CRYPTOL,0.5,Q4
2008-2142,Iranian Journal of Pediatrics,BRIEFLANDS,0.4,Q4
2008-3289,Iranian Journal of Microbiology,UNIV MEDICAL SCIENC,1.7,Q4
2008-3645,Jundishapur Journal of Microbiology,BRIEFLANDS,0.5,Q4
2008-3866,Iranian Journal of Basic Medical Sciences,MASHHAD UNIV MED S,2.7,Q2
2008-4226,Analytical & Bioanalytical Electrochemistry,"UNIV TEHRAN, FAC CHE",1.2,Q4
2008-6164,Caspian Journal of Internal Medicine,BABOL UNIV MEDICAL,1,Q3
2008-6490,International Journal of Organ Transplantation,AVICENNA ORGAN TRA,0.2,Q4
2008-6709,Middle East Journal of Cancer,SHIRAZ UNIV MEDICAL,0.4,Q4
2008-7446,Manzar-The Scientific Journal of Landscape,NAZAR RESEARCH CEN,0.4,
2008-7802,International Journal of Preventive Medicine,WOLTERS KLUWER ME,1.5,Q2
2008-8140,Veterinary Research Forum,URMIA UNIV,1.1,Q3
2008-8779,Iranian Journal of Earth Sciences,"ISLAMIC AZAD UNIV, M",0.5,Q4
2008-8868,International Journal of Nano Dimension,"ISLAMIC AZAD UNIV, T",1.1,Q4
2008-8892,Iranian Journal of Pediatric Hematology and On,SHAHID SADOUGHI UN,0.4,Q4
2008-9163,International Journal of Energy and Environme,SPRINGER HEIDELBERG,2.4,Q3
2008-9244,Journal of Nanostructure in Chemistry,SPRINGER HEIDELBERG,7.9,Q1
2008-9295,International Nano Letters,SPRINGER INT PUBL AG,4,Q3
2008-949X,Journal of Mathematics and Computer Science,INT SCIENTIFIC RESEAR,1.2,Q1
2008-9783,Journal of Lasers in Medical Sciences,SHAHID BEHESHTI UNI,1.5,Q3
2009-3829,Journal of Criminal Psychology,EMERALD GROUP PUBL,1.6,Q2
2009-8618,Cardiovascular Innovations and Applications,COMPUSCRIPT,1.4,Q3
2010-1058,Proceedings of Singapore Healthcare,SAGE PUBLICATIONS IN,0.5,Q3
2010-1325,International Journal of Air-Conditioning and R,SPRINGERNATURE,1.5,Q3
2010-135X,Journal of Advanced Dielectrics,WORLD SCIENTIFIC PUB,2.4,Q2
2010-1392,Quarterly Journal of Finance,WORLD SCIENTIFIC PUB,0.4,Q4
2010-3263,Random Matrices-Theory and Applications,WORLD SCIENTIFIC PUB,0.6,Q4
2010-4952,Annals of Financial Economics,WORLD SCIENTIFIC PUB,3.6,Q1
2011-0731,Academia y Virtualidad,UNIV MILITAR NUEVA,0.1,Q4
2011-3080,Revista CES Psicologia,UNIV CES,0.4,Q4
2011-3757,Calle 14-Revista de investigacion en el Campo d,UNIV DISTRITAL FRANC,0.1,
2011-4532,Eleuthera,UNIV CALDAS,0.3,Q4
2011-5253,Ciudad Paz-Ando,UNIV DISTRITAL FRANC,<0.1,Q4
2013-2247,Dialectologia,"UNIV BARCELONA, FAC",0.1,
2013-570X,Revista Internacional de Organizaciones,"UNIV ROVIRA I VIRGILI,",0.2,Q4
2013-584X,Revista de Educacion y Derecho-Educational an,"UNIV BARCELONA, FAC",1,Q3
2013-6757,Trabajo Social Global-Global Social Work,"UNIV GRANADA, DEPT",0.1,Q4
2013-8423,Journal of Industrial Engineering and Managem,OMNIASCIENCE,2.1,Q3
2013-9144,Digital Education Review,"UNIV BARCELONA, RES",0.9,Q3
2014-0304,Comunicacio-Revista de Recerca i d Analisi,SOC CATALANA COMU,0.1,Q4
2014-1130,Mitologias Hoy-Revista de Pensamiento Critica,UNIV AUTONOMA BAR,0.2,
2014-1394,Anuari de Filologia-Llengues i Literaturas Mode,"UNIV BARCELONA, FAC",0.1,
2014-1408,Anuari de Filologia-Estudis de Linguistica,UNIV BARCELONA,0.1,
2014-1416,Anuari de Filologia-Literatures Contemporanies,"UNIV BARCELONA, FAC",<0.1,
2014-2862,REMIE-Multidisciplinary Journal of Educational,HIPATIA PRESS,0.5,Q4
2014-3214,Intangible Capital,OMNIASCIENCE,1.3,Q4
2014-3575,International Journal of Sociology of Education,HIPATIA PRESS,0.4,Q4
2014-3591,International Journal of Educational Psycholog,HIPATIA PRESS,1.2,Q4
2014-3605,MCS-Masculinities and Social Change,HIPATIA PRESS,0.5,Q4
2014-3621,REDIMAT-Revista de Investigacion en Didactica,HIPATIA PRESS,0.6,Q4
2014-3680,International and Multidisciplinary Journal of S,HIPATIA PRESS,1.1,Q2
2014-5039,Obra Digital-Revista de Comunicacion,UNIV VIC,0.3,Q4
2014-7910,Brumal-Research Journal on the Fantastic,UNIV AUTONOMA BAR,0.2,
2014-8860,Anuario Lope de Vega-Texto Literatura Cultura,UNIV AUTONOMA BAR,0.5,
2014-8992,BRAC-Barcelona Research Art Creation,HIPATIA PRESS,<0.1,
2014-9018,International Journal of Educational Leadership,HIPATIA PRESS,0.9,Q3
2014-9298,Grafica-Journal of Graphic Design,UNIV AUTONOMA BAR,0.4,
2026-6294,Journal of Medical and Biomedical Science,UNIV DEVELOPMENT S,0.3,Q4
2027-1131,Anuario Colombiano de Derecho Internacional-,"UNIV ROSARIO, EDITOR",0.3,Q3
2027-1174,Magis-Revista Internacional de Investigacion e,PONTIFICIA UNIV JAVE,0.4,Q4
2027-2103,Cuadernos de Vivienda y Urbanismo,PONTIFICIA UNIV JAVE,0.2,Q4
2027-2448,Revista Pensamiento Americano,CORP UNIV AMER,0.1,Q4
2027-4688,Fronteras de la Historia,INST COLOMBIANO AN,0.2,Q2
2027-5137,Historia y Memoria,UNIV PEDAGOGICA & T,0.2,Q2
2027-7458,Analecta Politica,UNIV PONTIFICIA BOLIV,0.1,Q4
2029-283X,JOMR-Journal of Oral & Maxillofacial Research,UAB Stilus Optimus,1.4,Q3
2029-4581,Organizations and Markets in Emerging Econo,VILNIUS UNIV,1,Q3
2029-4913,Technological and Economic Development of E,VILNIUS GEDIMINAS TE,3.9,Q1
2029-7424,Social Welfare Interdisciplinary Approach,VILNIUS UNIV PRESS,0.1,Q4
2030-1006,Journal of Writing Research,UNIV ANTWERP,0.9,Q3
2031-0293,Brussels Studies,UNIV SAINT-LOUIS-BRU,0.2,Q4
2031-9525,European Labour Law Journal,SAGE PUBLICATIONS IN,1.9,Q1
2032-0418,Facts Views and Vision in ObGyn,UNIVERSA PRESS,1.4,Q3
2032-2844,New Journal of European Criminal Law,SAGE PUBLICATIONS IN,0.9,Q2
2032-3913,Plant Ecology and Evolution,SOC ROYAL BOTAN BEL,1.3,Q3
2032-6653,World Electric Vehicle Journal,MDPI,2.6,Q2
2033-4753,LIAS-Journal of Early Modern Intellectual Cultu,PEETERS,<0.1,
2033-6403,GaBI Journal-Generics and Biosimilars Initiative,PRO PHARMA COMMU,0.2,Q4
2033-8732,Africana Linguistica,PEETERS,0.3,Q4
2035-0031,Dialogues in Philosophy Mental and Neuro Scie,ASSOC CROSSING DIAL,<0.1,
2035-4797,Lanx-Journal of the Scuola di Specializzazione i,Milano University Press,<0.1,
2035-6803,Dolomites Research Notes on Approximation,PADOVA UNIV PRESS,1.2,Q1
2035-7680,Altre Modernita-Rivista di Studi Letterari e Cult,Milano University Press,0.1,Q4
2035-8008,Rendiconti Online della Societa Geologica Italia,SOC GEOLOGICA ITALIA,1.2,Q4
2035-8237,Orthopedic Reviews,OPEN MEDICAL PUBL L,2.1,Q2
2035-8466,Aisthesis-Pratiche Linguaggi e Saperi dell Esteti,FIRENZE UNIV PRESS,0.3,
2035-8792,Documenti Geografici,UNIV STUDI ROMA TOR,0.2,Q4
2036-0967,Confluenze-Rivista di Studi Iberoamericani,"UNIV STUDI BOLOGNA,",0.1,
2036-1599,Danza e Ricerca-Laboratorio di Studi Scritture V,"UNIV STUDI BOLOGNA,",0.1,
2036-1602,IN BO-Ricerche e Progetti per il Territorio la Cit,"UNIV BOLOGNA, DEPT",<0.1,
2036-2927,S&F-Scienzaefilosofia it,S&F SCIENZAEFILOSOFI,<0.1,Q4
2036-4091,European Journal of Pragmatism and American,ASSOC CULTURALE PRA,0.5,
2036-5195,Almatourism-Journal of Tourism Culture and T,UNIV STUDI BOLOGNA,<0.1,Q4
2036-6728,Rivista Italiana di Filosofia del Linguaggio,UNIV STUDI CALABRIA,0.1,
2036-7392,Dermatology Reports,PAGEPRESS PUBL,1.3,Q3
2036-7457,Mental Illness,WILEY,1.8,Q3
2036-7503,Pediatric Reports,MDPI,1.4,Q3
2037-2426,Enthymema-International Journal of Literary C,Milano University Press,0.1,
2037-2485,Archeomatica-Tecnologie per i Beni Culturali,ARCHEOMATICA,0.1,
2037-3597,Italiano LinguaDue,Milano University Press,0.3,
2037-4488,Aristonothos-Scritti per il Mediterraneo Antico,UNIV STUDI MILANO,<0.1,Q4
2037-4631,RENDICONTI LINCEI-SCIENZE FISICHE E NATUR,SPRINGER-VERLAG ITAL,2.7,Q2
2037-4909,Nuovo Cimento C-Colloquia and Communicatio,SOC ITALIANA FISICA,0.4,Q4
2037-741X,Quest-Issues in Contemporary Jewish History,FONDAZIONE CENTRO,0.1,Q3
2037-7452,European Journal of Translational Myology,PAGEPRESS PUBL,1.8,Q3
2037-7932,Journal of Educational Cultural and Psychologic,EDIZIONI UNIV LETTERE,0.3,Q4
2038-131X,Updates in Surgery,SPRINGER-VERLAG ITAL,2.2,Q2
2038-1719,Italian Journal of Geosciences,SOC GEOLOGICA ITALIA,1.5,Q3
2038-3150,SocietaMutamentoPolitica-Rivista Italiana di So,FIRENZE UNIV PRESS,0.1,Q4
2038-5366,JLIS.it,"UNIV STUDI FIRENZE, D",0.5,Q3
2038-8322,Hematology Reports,MDPI,1.2,Q4
2038-9574,Surgical Techniques Development,MDPI,0.3,Q4
2039-0491,Festival dell Architettura Magazine,FESTIVAL ARCHITETTUR,<0.1,
2039-2281,Antropologia e Teatro-Rivista di Studi,"UNIV STUDI BOLOGNA,",0.1,
2039-2362,Capitale Culturale-Studies on the Value of Cult,EDIZIONI UNIVERSITA,0.2,
2039-4357,Thalassemia Reports,MDPI,1.2,Q4
2039-4667,Rivista Internazionale di Filosofia e Psicologia,MIMESIS EDIZIONI,0.1,Q4
2039-4705,Journal of Xenobiotics,MDPI,4.4,Q1
2039-7275,Clinics and Practice,MDPI,2.2,Q2
2039-9898,EQA-International Journal of Environmental Qu,"UNIV STUDI BOLOGNA,",0.6,Q4
2040-0705,African Journal of Economic and Management,EMERALD GROUP PUBL,1.9,Q2
2040-1116,Journal of Diabetes Investigation,WILEY,3,Q2
2040-1744,Journal of Developmental Origins of Health and,CAMBRIDGE UNIV PRES,1.5,Q3
2040-2244,Journal of Water and Climate Change,IWA PUBLISHING,3.1,Q2
2040-2317,Journal of Structural Fire Engineering,EMERALD GROUP PUBL,1.2,Q4
2040-2392,Molecular Autism,BMC,5.5,Q1
2040-3232,Studies in Comics,INTELLECT LTD,0.1,
2040-3275,Horror Studies,INTELLECT LTD,0.2,
2040-3364,Nanoscale,ROYAL SOC CHEMISTRY,5.1,Q1
2040-350X,Studies in Eastern European Cinema,ROUTLEDGE JOURNALS,0.4,
2040-3593,Journal of International Dispute Settlement,OXFORD UNIV PRESS,0.9,Q2
2040-3682,Philosophy of Photography,INTELLECT LTD,0.2,
2040-4166,International Journal of Lean Six Sigma,EMERALD GROUP PUBL,3.7,Q2
2040-4417,Critical Studies in Fashion & Beauty,INTELLECT LTD,0.9,
